A12 51 A31 A42 17530 A64 A72 4 A93 A103 4 A124 61 A143 A152 4 A173 2 A191 A201 2
A11 68 A32 A45 10600 A65 A75 2 A93 A101 1 A124 58 A143 A153 3 A172 2 A191 A201 2
A14 56 A32 A49 11704 A65 A72 1 A93 A101 1 A122 25 A141 A152 1 A174 2 A191 A201 2
A14 18 A32 A40 16099 A62 A74 2 A94 A101 1 A121 46 A142 A152 1 A172 1 A192 A201 1
A12 52 A34 A40 7087 A61 A72 2 A93 A103 4 A121 37 A143 A152 1 A173 1 A191 A201 1
A11 71 A32 A48 1699 A61 A73 1 A93 A102 3 A123 38 A143 A152 3 A173 1 A191 A201 1
A12 15 A32 A42 5704 A61 A74 4 A92 A101 2 A122 62 A143 A153 2 A173 2 A192 A201 1
A12 62 A34 A44 9674 A65 A72 2 A93 A101 1 A121 57 A143 A152 2 A173 1 A191 A201 1
A14 40 A32 A40 4367 A62 A73 4 A93 A101 4 A122 58 A141 A152 2 A173 2 A192 A201 1
A14 64 A34 A44 9119 A63 A73 1 A92 A101 4 A121 25 A143 A152 1 A173 2 A192 A202 1
A14 46 A31 A45 11100 A61 A72 3 A92 A101 2 A123 24 A141 A152 2 A174 2 A192 A201 1
A12 42 A32 A48 14593 A65 A75 4 A92 A103 3 A121 43 A143 A152 4 A173 2 A192 A201 2
A11 59 A30 A42 7095 A61 A73 4 A91 A101 1 A123 59 A143 A152 1 A172 1 A191 A201 1
A14 66 A31 A42 4874 A61 A74 3 A93 A102 1 A124 31 A143 A152 3 A173 2 A192 A201 1
A14 49 A34 A410 9098 A61 A73 3 A94 A101 4 A121 57 A143 A152 3 A174 1 A191 A201 1
A13 14 A32 A49 16799 A61 A73 1 A93 A101 3 A123 58 A143 A152 2 A174 1 A192 A201 1
A14 65 A32 A43 13386 A61 A72 4 A93 A101 1 A124 40 A143 A152 1 A172 2 A192 A201 1
A12 28 A32 A43 839 A65 A73 4 A94 A101 2 A121 67 A143 A153 4 A173 1 A191 A201 1
A12 55 A32 A46 6759 A61 A73 1 A92 A101 3 A121 35 A143 A152 4 A172 1 A192 A201 1
A12 7 A34 A41 7943 A61 A74 4 A93 A101 3 A122 66 A143 A152 1 A173 1 A191 A201 1
A11 62 A30 A48 9704 A61 A75 2 A93 A103 4 A123 40 A143 A152 2 A173 2 A192 A201 2
A11 23 A33 A45 16705 A61 A73 2 A93 A101 4 A123 52 A143 A153 3 A174 2 A191 A201 1
A11 66 A34 A42 11958 A65 A72 2 A92 A101 1 A121 26 A143 A152 3 A173 2 A192 A201 1
A14 57 A32 A49 13192 A63 A73 4 A93 A101 4 A122 67 A141 A152 4 A174 1 A191 A201 1
A12 60 A34 A44 16902 A63 A72 2 A92 A101 3 A121 63 A141 A152 4 A171 1 A192 A201 1
A12 44 A31 A48 10218 A65 A72 2 A93 A101 1 A124 36 A143 A152 4 A172 2 A192 A201 2
A14 6 A32 A46 2712 A63 A73 1 A92 A101 1 A122 42 A143 A152 3 A173 2 A192 A201 1
A11 9 A32 A48 9710 A61 A72 1 A93 A101 3 A124 72 A143 A153 4 A173 1 A191 A201 1
A12 8 A34 A46 1265 A63 A72 3 A93 A101 1 A122 60 A143 A152 3 A174 2 A192 A201 1
A14 8 A34 A42 9525 A61 A71 3 A92 A101 2 A123 20 A143 A152 3 A173 2 A191 A201 2
A11 57 A32 A41 13519 A61 A71 3 A93 A101 2 A123 20 A143 A152 2 A173 1 A192 A201 1
A11 50 A33 A46 656 A61 A72 3 A92 A101 1 A123 45 A143 A152 2 A173 1 A191 A201 2
A12 52 A32 A42 7634 A63 A72 1 A93 A101 4 A122 32 A143 A151 2 A173 2 A191 A201 1
A11 12 A32 A42 11518 A63 A73 1 A94 A101 2 A124 66 A143 A152 4 A174 2 A192 A201 2
A14 23 A32 A41 17619 A61 A73 1 A93 A101 1 A122 57 A143 A152 3 A173 2 A191 A201 2
A14 64 A34 A43 12045 A63 A72 2 A91 A101 2 A122 71 A141 A152 4 A173 2 A192 A201 1
A14 38 A32 A48 4735 A65 A73 2 A93 A101 4 A123 71 A142 A152 3 A173 1 A191 A201 1
A14 53 A32 A40 9151 A61 A73 3 A93 A101 3 A124 74 A143 A152 2 A173 2 A191 A201 1
A14 65 A32 A40 2868 A61 A72 2 A93 A101 1 A123 30 A143 A151 2 A173 2 A192 A201 1
A11 20 A32 A44 9853 A63 A71 4 A92 A101 1 A122 50 A143 A152 4 A172 1 A191 A201 1
A14 6 A32 A44 7178 A61 A73 1 A93 A101 1 A123 46 A141 A152 3 A172 1 A191 A201 1
A12 35 A32 A40 5618 A62 A74 3 A93 A101 1 A123 73 A143 A153 4 A174 1 A192 A201 1
A14 16 A34 A45 4871 A61 A72 3 A92 A101 1 A124 46 A143 A153 1 A173 1 A192 A201 1
A14 71 A32 A40 14969 A61 A72 4 A92 A101 1 A124 64 A143 A153 4 A173 1 A192 A201 1
A12 17 A32 A44 11376 A63 A75 2 A93 A101 4 A123 43 A141 A152 2 A173 1 A191 A201 1
A11 14 A32 A49 7816 A62 A73 3 A93 A101 3 A122 22 A143 A151 3 A174 1 A191 A201 1
A11 59 A34 A44 12556 A64 A72 2 A94 A101 4 A124 44 A141 A152 3 A172 2 A192 A202 2
A12 70 A34 A45 15336 A65 A75 2 A93 A101 4 A123 54 A143 A151 4 A172 2 A192 A201 2
A14 32 A31 A48 17637 A64 A75 4 A93 A103 3 A124 68 A143 A152 2 A173 1 A191 A201 2
A14 12 A33 A40 18269 A62 A73 3 A92 A101 4 A121 21 A142 A152 1 A172 2 A192 A201 1
A11 70 A32 A41 10140 A61 A73 2 A94 A101 2 A121 19 A143 A152 4 A172 2 A191 A201 1
A12 28 A31 A49 8345 A61 A72 2 A94 A101 4 A121 35 A141 A152 3 A174 1 A191 A201 1
A12 45 A32 A42 12969 A61 A72 4 A94 A101 1 A123 25 A143 A151 2 A171 1 A191 A201 1
A11 12 A32 A45 10533 A64 A74 4 A93 A101 2 A124 66 A143 A151 3 A173 1 A192 A201 1
A11 43 A32 A44 14481 A61 A72 2 A92 A101 2 A121 23 A143 A151 3 A173 1 A191 A201 1
A12 28 A34 A41 14948 A61 A73 4 A93 A101 3 A123 37 A143 A151 3 A173 1 A192 A201 2
A14 8 A34 A46 17707 A61 A75 2 A93 A101 4 A123 57 A143 A151 3 A173 2 A192 A201 1
A12 14 A33 A43 5434 A64 A75 3 A92 A101 4 A123 64 A143 A152 1 A173 2 A191 A201 1
A12 62 A32 A40 2652 A65 A73 1 A93 A101 2 A122 52 A143 A152 2 A172 1 A192 A201 2
A14 41 A32 A43 5145 A61 A74 4 A92 A101 4 A124 53 A142 A152 4 A172 1 A191 A201 1
A12 8 A33 A45 11654 A65 A73 1 A91 A101 4 A121 67 A143 A152 2 A173 2 A192 A201 1
A14 51 A32 A46 15411 A61 A75 2 A93 A101 3 A124 34 A143 A152 2 A173 2 A191 A201 1
A14 21 A31 A46 9593 A61 A73 2 A93 A101 2 A121 58 A143 A153 2 A172 2 A191 A201 2
A11 40 A32 A46 10887 A65 A71 2 A93 A101 1 A122 68 A143 A152 4 A174 1 A191 A201 1
A12 63 A34 A42 2206 A61 A72 1 A92 A101 2 A124 65 A143 A152 2 A174 1 A191 A201 1
A12 51 A32 A45 7273 A65 A73 2 A92 A101 3 A121 57 A143 A153 4 A173 2 A191 A201 1
A12 31 A31 A48 14312 A61 A73 4 A92 A101 3 A121 45 A143 A152 4 A172 1 A191 A201 1
A11 43 A34 A43 14583 A61 A75 3 A91 A101 3 A123 59 A143 A151 1 A173 2 A192 A202 1
A14 48 A32 A48 4157 A65 A74 3 A92 A101 4 A123 56 A141 A152 3 A173 1 A191 A201 1
A12 65 A32 A41 1057 A61 A73 4 A93 A101 2 A123 68 A143 A151 4 A172 1 A191 A201 1
A11 61 A32 A410 14281 A65 A73 3 A93 A101 4 A121 68 A143 A151 3 A172 2 A192 A201 1
A12 70 A32 A49 5077 A65 A72 1 A93 A101 4 A121 43 A143 A151 2 A173 2 A192 A201 1
A14 59 A34 A49 13949 A61 A75 2 A94 A101 2 A122 44 A143 A153 3 A174 1 A192 A201 1
A11 43 A32 A48 4774 A61 A75 2 A93 A101 3 A121 74 A142 A153 3 A173 2 A191 A201 1
A11 43 A32 A410 15443 A61 A75 2 A92 A101 1 A124 32 A143 A152 3 A172 1 A192 A201 1
A12 36 A34 A410 16473 A61 A75 1 A92 A101 1 A121 32 A143 A152 2 A173 2 A191 A201 1
A14 9 A34 A40 5563 A61 A72 1 A93 A101 2 A122 32 A143 A153 2 A173 2 A192 A201 1
A11 22 A34 A41 13848 A61 A71 1 A93 A101 2 A121 43 A141 A152 4 A172 1 A192 A201 1
A14 43 A32 A45 13308 A61 A74 4 A93 A101 3 A121 54 A141 A152 4 A172 1 A192 A201 2
A14 62 A32 A410 17391 A61 A75 1 A93 A101 2 A123 22 A143 A152 1 A173 1 A191 A201 2
A11 62 A34 A44 5137 A65 A72 3 A94 A101 2 A123 65 A143 A152 2 A173 2 A192 A201 1
A14 51 A34 A49 4104 A64 A71 4 A94 A101 3 A121 33 A143 A152 1 A173 2 A192 A201 2
A12 44 A30 A44 12708 A63 A75 4 A93 A101 3 A121 50 A141 A152 2 A173 1 A192 A201 1
A14 16 A31 A41 14786 A61 A72 4 A92 A101 4 A121 36 A143 A152 3 A173 2 A192 A201 2
A14 48 A32 A410 3808 A65 A73 1 A94 A101 2 A124 32 A141 A152 1 A174 1 A192 A201 1
A12 56 A34 A43 10022 A61 A74 4 A93 A101 1 A123 19 A142 A152 1 A173 1 A192 A201 1
A11 45 A32 A49 17595 A63 A73 1 A92 A101 2 A121 60 A143 A151 1 A173 1 A192 A201 1
A14 66 A32 A40 3825 A65 A72 1 A93 A101 1 A122 38 A143 A152 2 A173 1 A192 A201 1
A12 30 A32 A40 2668 A61 A75 4 A93 A101 1 A123 28 A141 A151 4 A173 1 A191 A201 1
A11 41 A33 A46 4448 A62 A74 2 A93 A101 1 A124 28 A143 A152 1 A171 2 A192 A201 1
A11 63 A34 A42 1251 A65 A75 2 A93 A103 4 A124 42 A143 A152 4 A174 2 A191 A201 1
A13 10 A32 A410 7369 A65 A73 4 A92 A101 3 A122 52 A141 A152 2 A172 1 A192 A201 2
A14 8 A34 A41 9923 A63 A72 2 A94 A101 3 A121 46 A143 A153 1 A173 2 A191 A201 1
A11 48 A34 A49 5566 A61 A74 3 A93 A101 4 A121 45 A143 A152 2 A173 1 A192 A201 1
A12 61 A32 A42 16494 A61 A73 3 A93 A101 3 A124 58 A141 A153 4 A173 2 A192 A201 2
A11 34 A32 A41 17056 A61 A72 1 A92 A101 4 A124 19 A143 A152 4 A173 2 A191 A201 1
A14 26 A32 A48 12123 A64 A75 2 A93 A101 2 A122 51 A141 A151 1 A173 1 A192 A201 2
A11 45 A34 A410 4516 A61 A72 3 A93 A101 4 A122 22 A143 A153 4 A173 2 A192 A201 1
A14 13 A32 A45 7799 A65 A73 4 A92 A101 3 A122 25 A142 A152 3 A172 1 A191 A201 1
A12 35 A33 A45 10839 A61 A72 2 A92 A101 3 A122 27 A143 A152 3 A174 2 A192 A201 1
A14 56 A34 A410 1907 A61 A73 3 A93 A103 2 A121 34 A143 A152 1 A173 1 A192 A201 1
A11 33 A32 A46 7013 A61 A73 3 A93 A101 4 A123 23 A143 A152 2 A173 1 A191 A201 1
A12 42 A34 A46 3414 A63 A73 4 A93 A101 2 A121 52 A143 A151 2 A173 1 A192 A201 1
A11 34 A32 A45 8729 A61 A74 1 A92 A101 1 A121 41 A143 A152 2 A172 1 A192 A201 1
A14 5 A32 A43 5987 A61 A75 4 A93 A103 4 A123 61 A143 A151 3 A173 1 A192 A201 1
A14 15 A33 A49 18081 A61 A72 1 A93 A101 2 A121 68 A141 A152 4 A173 1 A192 A201 1
A11 42 A34 A45 6259 A61 A71 3 A92 A101 2 A121 43 A143 A152 3 A173 2 A192 A201 1
A14 69 A32 A43 17241 A61 A71 1 A91 A103 3 A122 69 A143 A152 4 A173 1 A192 A201 2
A14 16 A34 A42 4802 A65 A72 3 A93 A102 4 A124 31 A143 A151 3 A172 2 A192 A201 1
A13 49 A34 A43 18398 A61 A74 3 A94 A101 1 A124 42 A143 A152 2 A173 1 A192 A201 2
A12 30 A32 A42 9667 A61 A74 2 A93 A101 1 A121 29 A143 A152 2 A172 2 A191 A201 1
A11 20 A34 A41 9471 A64 A75 1 A92 A101 4 A122 70 A143 A152 2 A171 1 A191 A201 2
A11 63 A32 A44 2921 A65 A73 1 A92 A101 4 A121 69 A143 A152 1 A173 1 A192 A201 1
A14 67 A32 A41 6769 A62 A73 1 A93 A101 2 A123 35 A143 A153 1 A173 2 A192 A201 1
A14 38 A32 A45 4212 A61 A73 4 A92 A101 3 A123 55 A143 A151 4 A173 1 A191 A201 1
A14 33 A34 A42 12984 A65 A72 2 A93 A101 3 A124 31 A143 A152 1 A173 1 A191 A201 1
A12 66 A33 A45 13372 A65 A74 2 A93 A101 3 A122 45 A143 A151 3 A174 1 A192 A201 1
A12 31 A32 A410 3972 A63 A75 2 A92 A101 4 A124 38 A143 A152 3 A173 1 A191 A201 1
A14 63 A32 A49 5156 A61 A73 4 A93 A101 3 A124 51 A141 A152 4 A172 2 A191 A202 1
A14 40 A32 A40 7513 A61 A75 1 A93 A101 2 A124 60 A143 A152 4 A173 1 A191 A201 1
A14 25 A31 A45 13949 A63 A73 1 A93 A101 4 A123 50 A143 A151 2 A173 2 A192 A201 1
A14 71 A34 A49 11338 A61 A72 1 A92 A101 4 A122 26 A143 A152 1 A173 1 A192 A201 1
A14 23 A34 A43 1058 A61 A74 2 A92 A101 3 A122 74 A143 A152 2 A172 1 A191 A201 1
A11 71 A32 A41 9420 A65 A73 2 A93 A101 1 A121 47 A143 A152 1 A172 1 A191 A201 2
A11 67 A34 A43 16510 A62 A71 3 A93 A101 1 A121 58 A143 A152 1 A173 1 A192 A201 1
A14 20 A32 A40 17359 A61 A74 4 A92 A101 2 A123 37 A143 A152 4 A173 2 A192 A201 1
A14 15 A34 A42 10943 A62 A75 4 A92 A101 3 A123 24 A141 A152 2 A173 1 A192 A201 1
A11 25 A33 A410 7951 A61 A73 2 A92 A101 3 A124 62 A143 A152 2 A173 1 A191 A201 1
A11 20 A33 A49 17850 A61 A73 3 A94 A101 4 A121 57 A143 A152 1 A173 1 A192 A201 1
A14 13 A32 A410 14441 A64 A75 1 A93 A101 4 A121 66 A143 A152 1 A173 2 A192 A201 1
A11 68 A34 A44 17606 A61 A75 2 A94 A101 3 A124 59 A143 A152 4 A173 2 A191 A201 2
A11 25 A32 A45 13954 A61 A74 4 A92 A101 4 A122 39 A143 A151 3 A172 2 A192 A201 1
A13 53 A32 A42 2373 A65 A73 4 A94 A101 3 A121 40 A143 A151 2 A173 2 A191 A201 1
A14 17 A30 A44 11783 A61 A75 4 A92 A101 2 A124 60 A143 A152 2 A173 1 A191 A201 1
A14 67 A32 A48 16858 A61 A72 1 A93 A101 4 A124 28 A141 A152 4 A172 1 A191 A201 1
A11 50 A32 A45 14698 A65 A74 4 A93 A101 3 A122 28 A143 A152 4 A172 2 A192 A201 1
A14 32 A34 A43 14836 A63 A71 1 A92 A101 4 A124 70 A143 A152 2 A172 1 A191 A201 1
A11 39 A34 A41 2064 A62 A74 1 A93 A101 2 A123 47 A141 A151 2 A173 1 A191 A201 1
A12 55 A31 A49 13251 A65 A73 1 A92 A101 4 A124 34 A143 A151 1 A173 2 A191 A201 1
A14 10 A34 A40 17740 A61 A73 2 A92 A101 3 A124 19 A143 A152 3 A173 1 A191 A201 1
A14 32 A32 A40 16758 A63 A73 1 A93 A101 4 A121 35 A143 A152 2 A173 2 A192 A201 2
A14 14 A34 A43 13630 A61 A72 3 A93 A101 4 A123 48 A143 A152 4 A174 2 A191 A201 1
A14 36 A34 A46 15656 A65 A74 4 A93 A101 3 A121 44 A143 A152 1 A172 2 A191 A201 1
A13 9 A32 A40 3181 A61 A75 2 A93 A101 1 A121 71 A143 A152 1 A172 2 A192 A201 1
A11 35 A34 A49 13817 A62 A75 4 A93 A103 4 A124 64 A143 A153 4 A173 2 A192 A201 1
A12 54 A32 A43 14288 A61 A72 1 A91 A101 4 A123 37 A143 A152 4 A173 2 A192 A201 2
A11 61 A32 A42 12567 A61 A74 2 A92 A101 2 A123 71 A143 A152 1 A173 1 A191 A201 2
A11 29 A34 A40 3221 A64 A74 3 A94 A101 1 A124 39 A141 A152 4 A173 1 A192 A201 1
A14 49 A32 A410 2267 A62 A73 1 A92 A101 2 A124 35 A143 A152 1 A174 1 A191 A201 1
A12 32 A32 A43 2665 A62 A71 4 A93 A101 3 A124 64 A143 A152 4 A173 2 A191 A201 1
A14 7 A32 A49 1859 A61 A74 3 A92 A101 3 A122 58 A143 A152 1 A172 2 A192 A201 2
A14 16 A34 A410 967 A61 A75 1 A93 A101 2 A122 39 A143 A152 2 A173 2 A192 A201 1
A14 42 A32 A45 12912 A63 A74 3 A93 A101 4 A121 71 A143 A152 2 A172 1 A192 A201 2
A12 18 A32 A45 7032 A65 A73 1 A92 A103 1 A122 59 A143 A152 4 A173 1 A191 A201 1
A13 32 A34 A40 1298 A62 A73 2 A92 A101 2 A122 58 A143 A151 3 A172 2 A192 A201 1
A12 32 A34 A410 11868 A65 A72 1 A93 A101 2 A123 63 A141 A152 2 A173 2 A191 A201 2
A11 35 A32 A41 8557 A65 A75 2 A93 A101 3 A123 67 A143 A151 1 A173 2 A192 A201 2
A14 5 A32 A45 8155 A61 A75 1 A92 A101 4 A124 37 A143 A152 3 A174 2 A191 A201 1
A12 50 A32 A41 10243 A62 A72 1 A93 A101 1 A123 25 A143 A152 1 A173 2 A191 A201 2
A11 25 A32 A42 10588 A65 A75 4 A92 A101 2 A123 35 A143 A152 1 A173 1 A192 A201 2
A14 30 A32 A43 5828 A62 A73 3 A93 A103 1 A122 19 A143 A153 2 A173 2 A192 A201 2
A11 70 A34 A44 14084 A65 A75 3 A93 A101 1 A121 55 A143 A152 4 A174 2 A192 A201 2
A14 59 A33 A49 18254 A62 A73 3 A92 A101 2 A122 24 A141 A152 4 A173 2 A192 A201 1
A14 24 A33 A43 6798 A61 A72 1 A93 A101 1 A124 44 A141 A151 1 A173 2 A192 A201 1
A14 50 A32 A49 7631 A61 A73 1 A93 A101 3 A121 20 A143 A152 2 A174 1 A192 A201 2
A12 62 A34 A410 3191 A61 A73 1 A92 A101 4 A123 50 A143 A151 1 A173 2 A192 A201 1
A11 9 A32 A42 5945 A65 A72 2 A93 A101 4 A123 66 A143 A152 3 A173 2 A192 A201 1
A14 22 A34 A48 6651 A62 A74 2 A92 A101 4 A121 72 A143 A151 1 A173 2 A191 A201 1
A12 60 A33 A40 15429 A61 A74 4 A92 A101 3 A121 23 A143 A152 2 A172 1 A191 A201 2
A14 6 A32 A49 14706 A65 A74 1 A92 A101 3 A122 55 A143 A152 1 A174 2 A192 A201 1
A14 4 A33 A49 13347 A61 A71 3 A93 A101 3 A122 49 A143 A151 2 A173 1 A192 A201 1
A14 61 A32 A410 6447 A61 A73 3 A92 A101 4 A124 30 A143 A152 4 A172 2 A191 A201 1
